,link_title,channel,no_of_views,time_uploaded,comment,upvotes,no_contract,comments_str,tokenized,lower,no_punct,no_stopwords,pos_tags,wordnet_pos,lemmatized
10,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021","If there's anything good from this, it's that NERVTAG is a pretty sick acronym.",9,"['If', 'there is', 'anything', 'good', 'from', 'this,', 'it is', 'that', 'NERVTAG', 'is', 'a', 'pretty', 'sick', 'acronym.']","If there is anything good from this, it is that NERVTAG is a pretty sick acronym.","['If', 'there', 'is', 'anything', 'good', 'from', 'this', ',', 'it', 'is', 'that', 'NERVTAG', 'is', 'a', 'pretty', 'sick', 'acronym', '.']","['if', 'there', 'is', 'anything', 'good', 'from', 'this', ',', 'it', 'is', 'that', 'nervtag', 'is', 'a', 'pretty', 'sick', 'acronym', '.']","['if', 'there', 'is', 'anything', 'good', 'from', 'this', 'it', 'is', 'that', 'nervtag', 'is', 'a', 'pretty', 'sick', 'acronym']","['anything', 'good', 'nervtag', 'pretty', 'sick', 'acronym']","[('anything', 'NN'), ('good', 'JJ'), ('nervtag', 'NN'), ('pretty', 'RB'), ('sick', 'JJ'), ('acronym', 'NN')]","[('anything', 'n'), ('good', 'a'), ('nervtag', 'n'), ('pretty', 'n'), ('sick', 'a'), ('acronym', 'n')]","['anything', 'good', 'nervtag', 'pretty', 'sick', 'acronym']"
11,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021",The fun just keeps coming........,279,"['The', 'fun', 'just', 'keeps', 'coming........']",The fun just keeps coming........,"['The', 'fun', 'just', 'keeps', 'coming', '........']","['the', 'fun', 'just', 'keeps', 'coming', '........']","['the', 'fun', 'just', 'keeps', 'coming', '........']","['fun', 'keeps', 'coming', '........']","[('fun', 'JJ'), ('keeps', 'NNS'), ('coming', 'VBG'), ('........', 'NN')]","[('fun', 'a'), ('keeps', 'n'), ('coming', 'v'), ('........', 'n')]","['fun', 'keep', 'come', '........']"
12,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021","Clicked this so fast, glad scishow keeping us informed",90,"['Clicked', 'this', 'so', 'fast,', 'glad', 'scishow', 'keeping', 'us', 'informed']","Clicked this so fast, glad scishow keeping us informed","['Clicked', 'this', 'so', 'fast', ',', 'glad', 'scishow', 'keeping', 'us', 'informed']","['clicked', 'this', 'so', 'fast', ',', 'glad', 'scishow', 'keeping', 'us', 'informed']","['clicked', 'this', 'so', 'fast', 'glad', 'scishow', 'keeping', 'us', 'informed']","['clicked', 'fast', 'glad', 'scishow', 'keeping', 'us', 'informed']","[('clicked', 'VBN'), ('fast', 'RB'), ('glad', 'JJ'), ('scishow', 'NN'), ('keeping', 'VBG'), ('us', 'PRP'), ('informed', 'VBD')]","[('clicked', 'v'), ('fast', 'n'), ('glad', 'a'), ('scishow', 'n'), ('keeping', 'v'), ('us', 'n'), ('informed', 'v')]","['click', 'fast', 'glad', 'scishow', 'keep', 'u', 'inform']"
13,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021","I’m incredibly thankful to Scishow for accurate, clear, and citied information. They have solely kept me sane during this whole pandemic.",5,"['I am', 'incredibly', 'thankful', 'to', 'Scishow', 'for', 'accurate,', 'clear,', 'and', 'citied', 'information.', 'They', 'have', 'solely', 'kept', 'me', 'sane', 'during', 'this', 'whole', 'pandemic.']","I am incredibly thankful to Scishow for accurate, clear, and citied information. They have solely kept me sane during this whole pandemic.","['I', 'am', 'incredibly', 'thankful', 'to', 'Scishow', 'for', 'accurate', ',', 'clear', ',', 'and', 'citied', 'information', '.', 'They', 'have', 'solely', 'kept', 'me', 'sane', 'during', 'this', 'whole', 'pandemic', '.']","['i', 'am', 'incredibly', 'thankful', 'to', 'scishow', 'for', 'accurate', ',', 'clear', ',', 'and', 'citied', 'information', '.', 'they', 'have', 'solely', 'kept', 'me', 'sane', 'during', 'this', 'whole', 'pandemic', '.']","['i', 'am', 'incredibly', 'thankful', 'to', 'scishow', 'for', 'accurate', 'clear', 'and', 'citied', 'information', 'they', 'have', 'solely', 'kept', 'me', 'sane', 'during', 'this', 'whole', 'pandemic']","['incredibly', 'thankful', 'scishow', 'accurate', 'clear', 'citied', 'information', 'solely', 'kept', 'sane', 'whole', 'pandemic']","[('incredibly', 'RB'), ('thankful', 'JJ'), ('scishow', 'NN'), ('accurate', 'JJ'), ('clear', 'JJ'), ('citied', 'VBN'), ('information', 'NN'), ('solely', 'RB'), ('kept', 'VBD'), ('sane', 'JJ'), ('whole', 'JJ'), ('pandemic', 'NN')]","[('incredibly', 'n'), ('thankful', 'a'), ('scishow', 'n'), ('accurate', 'a'), ('clear', 'a'), ('citied', 'v'), ('information', 'n'), ('solely', 'n'), ('kept', 'v'), ('sane', 'a'), ('whole', 'a'), ('pandemic', 'n')]","['incredibly', 'thankful', 'scishow', 'accurate', 'clear', 'citied', 'information', 'solely', 'keep', 'sane', 'whole', 'pandemic']"
14,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021","CoV-2: B117 you mind telling me what you're doing on that body?
B117: Sir, finishing this fight",5,"['CoV-2:', 'B117', 'you', 'mind', 'telling', 'me', 'what', 'you are', 'doing', 'on', 'that', 'body?', 'B117:', 'Sir,', 'finishing', 'this', 'fight']","CoV-2: B117 you mind telling me what you are doing on that body? B117: Sir, finishing this fight","['CoV-2', ':', 'B117', 'you', 'mind', 'telling', 'me', 'what', 'you', 'are', 'doing', 'on', 'that', 'body', '?', 'B117', ':', 'Sir', ',', 'finishing', 'this', 'fight']","['cov-2', ':', 'b117', 'you', 'mind', 'telling', 'me', 'what', 'you', 'are', 'doing', 'on', 'that', 'body', '?', 'b117', ':', 'sir', ',', 'finishing', 'this', 'fight']","['cov-2', 'b117', 'you', 'mind', 'telling', 'me', 'what', 'you', 'are', 'doing', 'on', 'that', 'body', 'b117', 'sir', 'finishing', 'this', 'fight']","['cov-2', 'b117', 'mind', 'telling', 'body', 'b117', 'sir', 'finishing', 'fight']","[('cov-2', 'JJ'), ('b117', 'NN'), ('mind', 'NN'), ('telling', 'VBG'), ('body', 'NN'), ('b117', 'NN'), ('sir', 'JJ'), ('finishing', 'NN'), ('fight', 'NN')]","[('cov-2', 'a'), ('b117', 'n'), ('mind', 'n'), ('telling', 'v'), ('body', 'n'), ('b117', 'n'), ('sir', 'a'), ('finishing', 'n'), ('fight', 'n')]","['cov-2', 'b117', 'mind', 'tell', 'body', 'b117', 'sir', 'finishing', 'fight']"
15,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021","NERVTAG That cannot be just a coincidence. I bet there's some nerd in the UK who's smirking to himself right now, because they snuck in a Neon Genesis Evangelion reference. It's either that, or the fate of the world is in the hands of a handful of emotionally traumatized teenagers.",7,"['NERVTAG', 'That', 'cannot', 'be', 'just', 'a', 'coincidence.', 'I', 'bet', 'there is', 'some', 'nerd', 'in', 'the', 'UK', 'who is', 'smirking', 'to', 'himself', 'right', 'now,', 'because', 'they', 'snuck', 'in', 'a', 'Neon', 'Genesis', 'Evangelion', 'reference.', 'it is', 'either', 'that,', 'or', 'the', 'fate', 'of', 'the', 'world', 'is', 'in', 'the', 'hands', 'of', 'a', 'handful', 'of', 'emotionally', 'traumatized', 'teenagers.']","NERVTAG That cannot be just a coincidence. I bet there is some nerd in the UK who is smirking to himself right now, because they snuck in a Neon Genesis Evangelion reference. it is either that, or the fate of the world is in the hands of a handful of emotionally traumatized teenagers.","['NERVTAG', 'That', 'can', 'not', 'be', 'just', 'a', 'coincidence', '.', 'I', 'bet', 'there', 'is', 'some', 'nerd', 'in', 'the', 'UK', 'who', 'is', 'smirking', 'to', 'himself', 'right', 'now', ',', 'because', 'they', 'snuck', 'in', 'a', 'Neon', 'Genesis', 'Evangelion', 'reference', '.', 'it', 'is', 'either', 'that', ',', 'or', 'the', 'fate', 'of', 'the', 'world', 'is', 'in', 'the', 'hands', 'of', 'a', 'handful', 'of', 'emotionally', 'traumatized', 'teenagers', '.']","['nervtag', 'that', 'can', 'not', 'be', 'just', 'a', 'coincidence', '.', 'i', 'bet', 'there', 'is', 'some', 'nerd', 'in', 'the', 'uk', 'who', 'is', 'smirking', 'to', 'himself', 'right', 'now', ',', 'because', 'they', 'snuck', 'in', 'a', 'neon', 'genesis', 'evangelion', 'reference', '.', 'it', 'is', 'either', 'that', ',', 'or', 'the', 'fate', 'of', 'the', 'world', 'is', 'in', 'the', 'hands', 'of', 'a', 'handful', 'of', 'emotionally', 'traumatized', 'teenagers', '.']","['nervtag', 'that', 'can', 'not', 'be', 'just', 'a', 'coincidence', 'i', 'bet', 'there', 'is', 'some', 'nerd', 'in', 'the', 'uk', 'who', 'is', 'smirking', 'to', 'himself', 'right', 'now', 'because', 'they', 'snuck', 'in', 'a', 'neon', 'genesis', 'evangelion', 'reference', 'it', 'is', 'either', 'that', 'or', 'the', 'fate', 'of', 'the', 'world', 'is', 'in', 'the', 'hands', 'of', 'a', 'handful', 'of', 'emotionally', 'traumatized', 'teenagers']","['nervtag', 'coincidence', 'bet', 'nerd', 'uk', 'smirking', 'right', 'snuck', 'neon', 'genesis', 'evangelion', 'reference', 'either', 'fate', 'world', 'hands', 'handful', 'emotionally', 'traumatized', 'teenagers']","[('nervtag', 'JJ'), ('coincidence', 'NN'), ('bet', 'NN'), ('nerd', 'JJ'), ('uk', 'JJ'), ('smirking', 'VBG'), ('right', 'JJ'), ('snuck', 'NN'), ('neon', 'JJ'), ('genesis', 'NN'), ('evangelion', 'NN'), ('reference', 'NN'), ('either', 'CC'), ('fate', 'JJ'), ('world', 'NN'), ('hands', 'VBZ'), ('handful', 'JJ'), ('emotionally', 'RB'), ('traumatized', 'JJ'), ('teenagers', 'NNS')]","[('nervtag', 'a'), ('coincidence', 'n'), ('bet', 'n'), ('nerd', 'a'), ('uk', 'a'), ('smirking', 'v'), ('right', 'a'), ('snuck', 'n'), ('neon', 'a'), ('genesis', 'n'), ('evangelion', 'n'), ('reference', 'n'), ('either', 'n'), ('fate', 'a'), ('world', 'n'), ('hands', 'v'), ('handful', 'a'), ('emotionally', 'n'), ('traumatized', 'a'), ('teenagers', 'n')]","['nervtag', 'coincidence', 'bet', 'nerd', 'uk', 'smirk', 'right', 'snuck', 'neon', 'genesis', 'evangelion', 'reference', 'either', 'fate', 'world', 'hand', 'handful', 'emotionally', 'traumatized', 'teenager']"
16,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021","I cant even get the first vaccine, how am I supposed to get all these damn vaccines in me.",42,"['I', 'can not', 'even', 'get', 'the', 'first', 'vaccine,', 'how', 'am', 'I', 'supposed', 'to', 'get', 'all', 'these', 'damn', 'vaccines', 'in', 'me.']","I can not even get the first vaccine, how am I supposed to get all these damn vaccines in me.","['I', 'can', 'not', 'even', 'get', 'the', 'first', 'vaccine', ',', 'how', 'am', 'I', 'supposed', 'to', 'get', 'all', 'these', 'damn', 'vaccines', 'in', 'me', '.']","['i', 'can', 'not', 'even', 'get', 'the', 'first', 'vaccine', ',', 'how', 'am', 'i', 'supposed', 'to', 'get', 'all', 'these', 'damn', 'vaccines', 'in', 'me', '.']","['i', 'can', 'not', 'even', 'get', 'the', 'first', 'vaccine', 'how', 'am', 'i', 'supposed', 'to', 'get', 'all', 'these', 'damn', 'vaccines', 'in', 'me']","['even', 'get', 'first', 'vaccine', 'supposed', 'get', 'damn', 'vaccines']","[('even', 'RB'), ('get', 'VB'), ('first', 'JJ'), ('vaccine', 'NN'), ('supposed', 'VBN'), ('get', 'VB'), ('damn', 'JJ'), ('vaccines', 'NNS')]","[('even', 'n'), ('get', 'v'), ('first', 'a'), ('vaccine', 'n'), ('supposed', 'v'), ('get', 'v'), ('damn', 'a'), ('vaccines', 'n')]","['even', 'get', 'first', 'vaccine', 'suppose', 'get', 'damn', 'vaccine']"
17,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021",More information in this 6 minute video than in a day's worth of Fox News/CNN. Thank you for keeping us informed in these troubling times.,68,"['More', 'information', 'in', 'this', '6', 'minute', 'video', 'than', 'in', 'a', ""day's"", 'worth', 'of', 'Fox', 'News/CNN.', 'Thank', 'you', 'for', 'keeping', 'us', 'informed', 'in', 'these', 'troubling', 'times.']",More information in this 6 minute video than in a day's worth of Fox News/CNN. Thank you for keeping us informed in these troubling times.,"['More', 'information', 'in', 'this', '6', 'minute', 'video', 'than', 'in', 'a', 'day', ""'s"", 'worth', 'of', 'Fox', 'News/CNN', '.', 'Thank', 'you', 'for', 'keeping', 'us', 'informed', 'in', 'these', 'troubling', 'times', '.']","['more', 'information', 'in', 'this', '6', 'minute', 'video', 'than', 'in', 'a', 'day', ""'s"", 'worth', 'of', 'fox', 'news/cnn', '.', 'thank', 'you', 'for', 'keeping', 'us', 'informed', 'in', 'these', 'troubling', 'times', '.']","['more', 'information', 'in', 'this', '6', 'minute', 'video', 'than', 'in', 'a', 'day', ""'s"", 'worth', 'of', 'fox', 'news/cnn', 'thank', 'you', 'for', 'keeping', 'us', 'informed', 'in', 'these', 'troubling', 'times']","['information', '6', 'minute', 'video', 'day', ""'s"", 'worth', 'fox', 'news/cnn', 'thank', 'keeping', 'us', 'informed', 'troubling', 'times']","[('information', 'NN'), ('6', 'CD'), ('minute', 'NN'), ('video', 'NN'), ('day', 'NN'), (""'s"", 'POS'), ('worth', 'JJ'), ('fox', 'NN'), ('news/cnn', 'NNS'), ('thank', 'VBD'), ('keeping', 'VBG'), ('us', 'PRP'), ('informed', 'VBD'), ('troubling', 'VBG'), ('times', 'NNS')]","[('information', 'n'), ('6', 'n'), ('minute', 'n'), ('video', 'n'), ('day', 'n'), (""'s"", 'n'), ('worth', 'a'), ('fox', 'n'), ('news/cnn', 'n'), ('thank', 'v'), ('keeping', 'v'), ('us', 'n'), ('informed', 'v'), ('troubling', 'v'), ('times', 'n')]","['information', '6', 'minute', 'video', 'day', ""'s"", 'worth', 'fox', 'news/cnn', 'thank', 'keep', 'u', 'inform', 'trouble', 'time']"
18,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021",Being in the last-priority category for a vaccine is really nerve-wracking rn ......,4,"['Being', 'in', 'the', 'last-priority', 'category', 'for', 'a', 'vaccine', 'is', 'really', 'nerve-wracking', 'rn', '......']",Being in the last-priority category for a vaccine is really nerve-wracking rn ......,"['Being', 'in', 'the', 'last-priority', 'category', 'for', 'a', 'vaccine', 'is', 'really', 'nerve-wracking', 'rn', '......']","['being', 'in', 'the', 'last-priority', 'category', 'for', 'a', 'vaccine', 'is', 'really', 'nerve-wracking', 'rn', '......']","['being', 'in', 'the', 'last-priority', 'category', 'for', 'a', 'vaccine', 'is', 'really', 'nerve-wracking', 'rn', '......']","['last-priority', 'category', 'vaccine', 'really', 'nerve-wracking', 'rn', '......']","[('last-priority', 'JJ'), ('category', 'NN'), ('vaccine', 'NN'), ('really', 'RB'), ('nerve-wracking', 'JJ'), ('rn', 'NN'), ('......', 'NN')]","[('last-priority', 'a'), ('category', 'n'), ('vaccine', 'n'), ('really', 'n'), ('nerve-wracking', 'a'), ('rn', 'n'), ('......', 'n')]","['last-priority', 'category', 'vaccine', 'really', 'nerve-wracking', 'rn', '......']"
19,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021","You know, I almost forgot 2021 is just 2020 +1.",3,"['You', 'know,', 'I', 'almost', 'forgot', '2021', 'is', 'just', '2020', '+1.']","You know, I almost forgot 2021 is just 2020 +1.","['You', 'know', ',', 'I', 'almost', 'forgot', '2021', 'is', 'just', '2020', '+1', '.']","['you', 'know', ',', 'i', 'almost', 'forgot', '2021', 'is', 'just', '2020', '+1', '.']","['you', 'know', 'i', 'almost', 'forgot', '2021', 'is', 'just', '2020', '+1']","['know', 'almost', 'forgot', '2021', '2020', '+1']","[('know', 'VB'), ('almost', 'RB'), ('forgot', 'JJ'), ('2021', 'CD'), ('2020', 'CD'), ('+1', 'NN')]","[('know', 'v'), ('almost', 'n'), ('forgot', 'a'), ('2021', 'n'), ('2020', 'n'), ('+1', 'n')]","['know', 'almost', 'forgot', '2021', '2020', '+1']"
20,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021","Thank you so, so much for doing these videos on covid-19. It's been so helpful for me, all the while you entertain me with other science fun. I can't overstate my gratefulness for this channel.",11,"['Thank', 'you', 'so,', 'so', 'much', 'for', 'doing', 'these', 'videos', 'on', 'covid-19.', 'it is', 'been', 'so', 'helpful', 'for', 'me,', 'all', 'the', 'while', 'you', 'entertain', 'me', 'with', 'other', 'science', 'fun.', 'I', 'can not', 'overstate', 'my', 'gratefulness', 'for', 'this', 'channel.']","Thank you so, so much for doing these videos on covid-19. it is been so helpful for me, all the while you entertain me with other science fun. I can not overstate my gratefulness for this channel.","['Thank', 'you', 'so', ',', 'so', 'much', 'for', 'doing', 'these', 'videos', 'on', 'covid-19', '.', 'it', 'is', 'been', 'so', 'helpful', 'for', 'me', ',', 'all', 'the', 'while', 'you', 'entertain', 'me', 'with', 'other', 'science', 'fun', '.', 'I', 'can', 'not', 'overstate', 'my', 'gratefulness', 'for', 'this', 'channel', '.']","['thank', 'you', 'so', ',', 'so', 'much', 'for', 'doing', 'these', 'videos', 'on', 'covid-19', '.', 'it', 'is', 'been', 'so', 'helpful', 'for', 'me', ',', 'all', 'the', 'while', 'you', 'entertain', 'me', 'with', 'other', 'science', 'fun', '.', 'i', 'can', 'not', 'overstate', 'my', 'gratefulness', 'for', 'this', 'channel', '.']","['thank', 'you', 'so', 'so', 'much', 'for', 'doing', 'these', 'videos', 'on', 'covid-19', 'it', 'is', 'been', 'so', 'helpful', 'for', 'me', 'all', 'the', 'while', 'you', 'entertain', 'me', 'with', 'other', 'science', 'fun', 'i', 'can', 'not', 'overstate', 'my', 'gratefulness', 'for', 'this', 'channel']","['thank', 'much', 'videos', 'covid-19', 'helpful', 'entertain', 'science', 'fun', 'overstate', 'gratefulness', 'channel']","[('thank', 'RB'), ('much', 'JJ'), ('videos', 'IN'), ('covid-19', 'JJ'), ('helpful', 'JJ'), ('entertain', 'NN'), ('science', 'NN'), ('fun', 'NN'), ('overstate', 'NN'), ('gratefulness', 'NN'), ('channel', 'NN')]","[('thank', 'n'), ('much', 'a'), ('videos', 'n'), ('covid-19', 'a'), ('helpful', 'a'), ('entertain', 'n'), ('science', 'n'), ('fun', 'n'), ('overstate', 'n'), ('gratefulness', 'n'), ('channel', 'n')]","['thank', 'much', 'video', 'covid-19', 'helpful', 'entertain', 'science', 'fun', 'overstate', 'gratefulness', 'channel']"
21,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021",Hank...save us. SAVE US HANK 😭😭😭,2,"['Hank...save', 'us.', 'SAVE', 'US', 'HANK', '😭😭😭']",Hank...save us. SAVE US HANK 😭😭😭,"['Hank', '...', 'save', 'us', '.', 'SAVE', 'US', 'HANK', '😭😭😭']","['hank', '...', 'save', 'us', '.', 'save', 'us', 'hank', '😭😭😭']","['hank', '...', 'save', 'us', 'save', 'us', 'hank', '😭😭😭']","['hank', '...', 'save', 'us', 'save', 'us', 'hank', '😭😭😭']","[('hank', 'NN'), ('...', ':'), ('save', 'VBP'), ('us', 'PRP'), ('save', 'VBP'), ('us', 'PRP'), ('hank', 'JJ'), ('😭😭😭', 'NN')]","[('hank', 'n'), ('...', 'n'), ('save', 'v'), ('us', 'n'), ('save', 'v'), ('us', 'n'), ('hank', 'a'), ('😭😭😭', 'n')]","['hank', '...', 'save', 'u', 'save', 'u', 'hank', '😭😭😭']"
22,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021","Haha, NERVtag. I guess the problem is that Shinji just refuses to go and fight corona",5,"['Haha,', 'NERVtag.', 'I', 'guess', 'the', 'problem', 'is', 'that', 'Shinji', 'just', 'refuses', 'to', 'go', 'and', 'fight', 'corona']","Haha, NERVtag. I guess the problem is that Shinji just refuses to go and fight corona","['Haha', ',', 'NERVtag', '.', 'I', 'guess', 'the', 'problem', 'is', 'that', 'Shinji', 'just', 'refuses', 'to', 'go', 'and', 'fight', 'corona']","['haha', ',', 'nervtag', '.', 'i', 'guess', 'the', 'problem', 'is', 'that', 'shinji', 'just', 'refuses', 'to', 'go', 'and', 'fight', 'corona']","['haha', 'nervtag', 'i', 'guess', 'the', 'problem', 'is', 'that', 'shinji', 'just', 'refuses', 'to', 'go', 'and', 'fight', 'corona']","['haha', 'nervtag', 'guess', 'problem', 'shinji', 'refuses', 'go', 'fight', 'corona']","[('haha', 'NN'), ('nervtag', 'NN'), ('guess', 'NN'), ('problem', 'NN'), ('shinji', 'NN'), ('refuses', 'VBZ'), ('go', 'VBP'), ('fight', 'JJ'), ('corona', 'NN')]","[('haha', 'n'), ('nervtag', 'n'), ('guess', 'n'), ('problem', 'n'), ('shinji', 'n'), ('refuses', 'v'), ('go', 'v'), ('fight', 'a'), ('corona', 'n')]","['haha', 'nervtag', 'guess', 'problem', 'shinji', 'refuse', 'go', 'fight', 'corona']"
23,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021","Stunning update. As I sit here and chow down on my udon noodles and eggs with some salt and some sweet and sour sauce, I am comforted by the knowledge that there is a channel that exist such as this one. <3 Thank you Scishow ^_^",3,"['Stunning', 'update.', 'As', 'I', 'sit', 'here', 'and', 'chow', 'down', 'on', 'my', 'udon', 'noodles', 'and', 'eggs', 'with', 'some', 'salt', 'and', 'some', 'sweet', 'and', 'sour', 'sauce,', 'I', 'am', 'comforted', 'by', 'the', 'knowledge', 'that', 'there', 'is', 'a', 'channel', 'that', 'exist', 'such', 'as', 'this', 'one.', '<3', 'Thank', 'you', 'Scishow', '^_^']","Stunning update. As I sit here and chow down on my udon noodles and eggs with some salt and some sweet and sour sauce, I am comforted by the knowledge that there is a channel that exist such as this one. <3 Thank you Scishow ^_^","['Stunning', 'update', '.', 'As', 'I', 'sit', 'here', 'and', 'chow', 'down', 'on', 'my', 'udon', 'noodles', 'and', 'eggs', 'with', 'some', 'salt', 'and', 'some', 'sweet', 'and', 'sour', 'sauce', ',', 'I', 'am', 'comforted', 'by', 'the', 'knowledge', 'that', 'there', 'is', 'a', 'channel', 'that', 'exist', 'such', 'as', 'this', 'one', '.', '<', '3', 'Thank', 'you', 'Scishow', '^_^']","['stunning', 'update', '.', 'as', 'i', 'sit', 'here', 'and', 'chow', 'down', 'on', 'my', 'udon', 'noodles', 'and', 'eggs', 'with', 'some', 'salt', 'and', 'some', 'sweet', 'and', 'sour', 'sauce', ',', 'i', 'am', 'comforted', 'by', 'the', 'knowledge', 'that', 'there', 'is', 'a', 'channel', 'that', 'exist', 'such', 'as', 'this', 'one', '.', '<', '3', 'thank', 'you', 'scishow', '^_^']","['stunning', 'update', 'as', 'i', 'sit', 'here', 'and', 'chow', 'down', 'on', 'my', 'udon', 'noodles', 'and', 'eggs', 'with', 'some', 'salt', 'and', 'some', 'sweet', 'and', 'sour', 'sauce', 'i', 'am', 'comforted', 'by', 'the', 'knowledge', 'that', 'there', 'is', 'a', 'channel', 'that', 'exist', 'such', 'as', 'this', 'one', '3', 'thank', 'you', 'scishow', '^_^']","['stunning', 'update', 'sit', 'chow', 'udon', 'noodles', 'eggs', 'salt', 'sweet', 'sour', 'sauce', 'comforted', 'knowledge', 'channel', 'exist', 'one', '3', 'thank', 'scishow', '^_^']","[('stunning', 'VBG'), ('update', 'JJ'), ('sit', 'NN'), ('chow', 'NN'), ('udon', 'JJ'), ('noodles', 'NNS'), ('eggs', 'NNS'), ('salt', 'VBP'), ('sweet', 'JJ'), ('sour', 'JJ'), ('sauce', 'NN'), ('comforted', 'VBD'), ('knowledge', 'JJ'), ('channel', 'NNS'), ('exist', 'VBP'), ('one', 'CD'), ('3', 'CD'), ('thank', 'NN'), ('scishow', 'NN'), ('^_^', 'NN')]","[('stunning', 'v'), ('update', 'a'), ('sit', 'n'), ('chow', 'n'), ('udon', 'a'), ('noodles', 'n'), ('eggs', 'n'), ('salt', 'v'), ('sweet', 'a'), ('sour', 'a'), ('sauce', 'n'), ('comforted', 'v'), ('knowledge', 'a'), ('channel', 'n'), ('exist', 'v'), ('one', 'n'), ('3', 'n'), ('thank', 'n'), ('scishow', 'n'), ('^_^', 'n')]","['stun', 'update', 'sit', 'chow', 'udon', 'noodle', 'egg', 'salt', 'sweet', 'sour', 'sauce', 'comfort', 'knowledge', 'channel', 'exist', 'one', '3', 'thank', 'scishow', '^_^']"
24,We Know More About Those COVID-19 Variants. It's Not Great | SciShow News,SciShow,"85,566 views","Jan 30, 2021","At this rate this virus is going from last 15 million years like the ERV-FC from the Miocene to the Oligocene epoch. Yes, I watch PBS Eons.",58,"['At', 'this', 'rate', 'this', 'virus', 'is', 'going', 'from', 'last', '15', 'million', 'years', 'like', 'the', 'ERV-FC', 'from', 'the', 'Miocene', 'to', 'the', 'Oligocene', 'epoch.', 'Yes,', 'I', 'watch', 'PBS', 'Eons.']","At this rate this virus is going from last 15 million years like the ERV-FC from the Miocene to the Oligocene epoch. Yes, I watch PBS Eons.","['At', 'this', 'rate', 'this', 'virus', 'is', 'going', 'from', 'last', '15', 'million', 'years', 'like', 'the', 'ERV-FC', 'from', 'the', 'Miocene', 'to', 'the', 'Oligocene', 'epoch', '.', 'Yes', ',', 'I', 'watch', 'PBS', 'Eons', '.']","['at', 'this', 'rate', 'this', 'virus', 'is', 'going', 'from', 'last', '15', 'million', 'years', 'like', 'the', 'erv-fc', 'from', 'the', 'miocene', 'to', 'the', 'oligocene', 'epoch', '.', 'yes', ',', 'i', 'watch', 'pbs', 'eons', '.']","['at', 'this', 'rate', 'this', 'virus', 'is', 'going', 'from', 'last', '15', 'million', 'years', 'like', 'the', 'erv-fc', 'from', 'the', 'miocene', 'to', 'the', 'oligocene', 'epoch', 'yes', 'i', 'watch', 'pbs', 'eons']","['rate', 'virus', 'going', 'last', '15', 'million', 'years', 'like', 'erv-fc', 'miocene', 'oligocene', 'epoch', 'yes', 'watch', 'pbs', 'eons']","[('rate', 'NN'), ('virus', 'NN'), ('going', 'VBG'), ('last', 'JJ'), ('15', 'CD'), ('million', 'CD'), ('years', 'NNS'), ('like', 'IN'), ('erv-fc', 'JJ'), ('miocene', 'NN'), ('oligocene', 'NN'), ('epoch', 'JJ'), ('yes', 'RB'), ('watch', 'VBP'), ('pbs', 'NN'), ('eons', 'NNS')]","[('rate', 'n'), ('virus', 'n'), ('going', 'v'), ('last', 'a'), ('15', 'n'), ('million', 'n'), ('years', 'n'), ('like', 'n'), ('erv-fc', 'a'), ('miocene', 'n'), ('oligocene', 'n'), ('epoch', 'a'), ('yes', 'n'), ('watch', 'v'), ('pbs', 'n'), ('eons', 'n')]","['rate', 'virus', 'go', 'last', '15', 'million', 'year', 'like', 'erv-fc', 'miocene', 'oligocene', 'epoch', 'yes', 'watch', 'pb', 'eon']"
